exp;ntasks;memory;dispatch;wait
single;22;8192;182681;1299290
single;22;8192;185481;1296844
single;22;8192;182767;1307524
single;23;8192;189594;1331138
single;23;8192;189524;1330906
single;23;8192;189514;1330686
single;23;8192;189658;1329621
single;23;8192;189594;1329630
single;23;8192;189567;1329368
single;23;8192;189443;1330228
single;23;8192;189674;1329195
single;23;8192;189601;1329285
single;23;8192;189644;1329047
single;23;8192;189613;1329312
single;23;8192;189577;1330652
single;23;8192;189569;1329442
single;23;8192;189448;1329496
single;23;8192;189504;1329558
single;23;8192;189434;1329916
single;23;8192;189473;1330086
single;23;8192;189612;1329206
single;23;8192;189612;1329899
single;23;8192;189496;1330146
single;23;8192;189681;1329648
single;23;8192;189636;1329441
single;23;8192;189662;1329911
single;23;8192;189633;1329394
single;23;8192;189468;1329542
single;23;8192;189624;1330034
single;23;8192;189689;1329985
single;23;8192;189564;1330666
single;23;8192;189616;1329906
single;23;8192;189725;1329199
single;23;8192;189590;1329770
single;23;8192;189477;1330048
single;23;8192;189626;1329460
single;23;8192;189570;1329349
single;23;8192;189650;1330009
single;23;8192;189603;1329394
single;23;8192;189514;1329979
single;23;8192;189634;1331170
single;23;8192;189684;1329176
single;23;8192;189610;1330244
single;23;8192;189634;1329242
single;23;8192;189502;1329483
single;23;8192;189674;1329308
single;23;8192;189581;1330597
single;23;8192;189545;1330057
single;23;8192;189688;1329992
single;23;8192;189624;1329355
single;23;8192;189569;1330488
single;23;8192;189600;1329576
single;23;8192;189542;1330240
single;24;8192;196573;1387435
single;24;8192;196516;1383234
single;24;8192;196668;1381328
single;24;8192;203063;1396947
single;24;8192;196542;1383939
single;24;8192;202096;1397743
single;24;8192;196779;1382840
single;24;8192;196699;1380722
single;24;8192;196719;1381142
single;24;8192;201809;1398128
single;24;8192;196570;1383675
single;24;8192;196707;1381627
single;24;8192;196571;1381881
single;24;8192;201765;1398057
single;24;8192;196686;1383475
single;24;8192;196675;1381246
single;24;8192;201978;1397516
single;24;8192;196509;1383557
single;24;8192;196603;1381168
single;24;8192;196552;1381330
single;24;8192;201813;1398280
single;24;8192;196656;1383901
single;24;8192;201878;1397810
single;24;8192;196696;1383091
single;24;8192;196575;1381780
single;24;8192;196696;1381115
single;24;8192;202037;1397912
single;24;8192;196698;1383513
single;24;8192;196628;1380734
single;24;8192;196701;1380370
single;24;8192;196605;1381310
single;24;8192;196612;1381191
single;24;8192;201862;1398468
single;24;8192;196679;1382557
single;24;8192;196483;1381427
single;24;8192;199173;1400266
single;24;8192;196725;1383766
single;24;8192;202085;1394342
single;24;8192;196694;1411113
single;24;8192;196657;1380911
single;24;8192;196732;1381016
single;24;8192;201831;1398135
single;24;8192;196635;1383094
single;24;8192;196620;1381005
single;24;8192;196760;1381022
single;24;8192;196632;1381221
single;24;8192;196529;1381241
single;24;8192;196433;1381102
single;24;8192;196746;1381373
single;24;8192;196636;1381478
single;25;8192;206567;1434634
single;25;8192;210340;1448055
single;25;8192;207837;1451381
single;25;8192;205035;1460655
single;25;8192;205146;1460135
single;25;8192;207816;1450043
single;25;8192;205284;1459802
single;25;8192;205244;1459874
single;25;8192;210572;1448359
single;25;8192;205215;1460827
single;25;8192;210448;1447363
single;25;8192;205248;1460169
single;25;8192;205363;1459743
single;25;8192;205243;1457457
single;25;8192;205118;1462906
single;25;8192;205232;1460367
single;25;8192;205183;1457735
single;25;8192;205137;1462437
single;25;8192;207715;1450865
single;25;8192;205089;1459891
single;25;8192;205270;1459115
single;25;8192;205259;1460822
single;25;8192;207860;1450492
single;25;8192;205206;1460448
single;25;8192;205185;1460369
single;25;8192;210201;1448137
single;25;8192;205277;1459718
single;25;8192;205243;1459909
single;25;8192;207730;1451254
single;25;8192;205268;1459808
single;25;8192;205030;1460626
single;25;8192;205167;1460769
single;25;8192;205148;1458175
single;25;8192;205066;1463128
single;25;8192;205225;1460125
single;25;8192;205046;1460014
single;25;8192;205225;1460246
single;25;8192;205102;1460308
single;25;8192;205227;1460415
single;25;8192;205111;1460448
single;25;8192;205239;1459248
single;25;8192;205049;1460640
single;25;8192;205209;1460597
single;25;8192;205270;1459097
single;25;8192;205130;1457763
single;25;8192;205095;1460431
single;25;8192;205129;1463222
single;25;8192;207860;1449585
single;25;8192;205253;1457267
single;25;8192;205283;1460052
single;26;8192;222307;1503290
single;26;8192;217987;1529087
single;26;8192;219183;1499995
single;26;8192;219119;1499036
single;26;8192;214262;1533586
single;26;8192;219154;1500807
single;26;8192;219129;1504514
single;26;8192;220462;1497819
single;26;8192;216798;1500938
single;26;8192;220123;1493671
single;26;8192;219297;1503203
single;26;8192;219028;1504928
single;26;8192;219092;1497228
single;26;8192;214271;1534170
single;26;8192;219135;1497216
single;26;8192;218946;1495440
single;26;8192;219011;1504846
single;26;8192;216674;1502349
single;26;8192;220122;1501116
single;26;8192;219073;1504142
single;26;8192;219216;1501322
single;26;8192;219164;1508174
single;26;8192;217904;1525964
single;26;8192;219228;1501319
single;26;8192;217932;1529498
single;26;8192;219026;1499929
single;26;8192;216624;1506480
single;26;8192;219064;1503549
single;26;8192;219216;1496922
single;26;8192;218942;1496211
single;26;8192;219131;1504026
single;26;8192;219200;1500635
single;26;8192;219180;1505530
single;26;8192;218113;1528649
single;26;8192;219024;1497221
single;26;8192;219111;1494303
single;26;8192;216541;1505095
single;26;8192;219115;1501052
single;26;8192;219152;1499317
single;26;8192;219338;1495308
single;26;8192;219126;1499471
single;26;8192;216691;1495442
single;26;8192;218985;1492282
single;26;8192;219279;1495989
single;26;8192;219029;1498266
single;26;8192;214207;1534908
single;26;8192;219114;1498054
single;26;8192;219128;1495471
single;26;8192;219031;1501365
single;26;8192;219222;1505365
single;27;8192;230114;1555651
single;27;8192;223564;1581901
single;27;8192;226737;1553170
single;27;8192;226064;1580557
single;27;8192;226594;1573849
single;27;8192;226627;1555685
single;27;8192;227710;1576353
single;27;8192;227157;1551923
single;27;8192;225996;1552849
single;27;8192;225902;1552583
single;27;8192;226820;1552758
single;27;8192;226593;1552359
single;27;8192;227198;1551089
single;27;8192;225872;1552941
single;27;8192;226168;1553351
single;27;8192;227209;1553110
single;27;8192;226518;1553026
single;27;8192;226032;1553614
single;27;8192;225777;1552898
single;27;8192;226709;1552926
single;27;8192;226095;1553281
single;27;8192;226651;1551193
single;27;8192;226723;1553073
single;27;8192;226641;1552417
single;27;8192;226635;1554005
single;27;8192;227356;1550459
single;27;8192;227342;1550703
single;27;8192;226640;1552356
single;27;8192;225994;1553000
single;27;8192;226596;1552515
single;27;8192;226723;1553073
single;27;8192;226133;1552878
single;27;8192;226532;1552266
single;27;8192;226086;1553240
single;27;8192;226628;1552555
single;27;8192;226236;1552682
single;27;8192;226649;1552051
single;27;8192;226119;1554420
single;27;8192;227412;1576372
single;27;8192;226689;1552018
single;27;8192;226142;1552836
single;27;8192;226734;1551965
single;27;8192;227229;1553302
single;27;8192;226195;1553198
single;27;8192;226652;1553057
single;27;8192;226709;1551726
single;27;8192;226059;1556273
single;27;8192;226036;1553894
single;27;8192;226762;1551257
single;27;8192;226000;1553032
single;28;8192;235005;1610848
single;28;8192;234348;1600529
single;28;8192;232728;1627700
single;28;8192;233964;1604478
single;28;8192;235241;1607050
single;28;8192;233660;1604625
single;28;8192;234239;1603466
single;28;8192;235916;1602353
single;28;8192;235970;1602116
single;28;8192;234313;1603186
single;28;8192;233649;1604495
single;28;8192;234097;1604045
single;28;8192;234229;1604139
single;28;8192;234184;1604121
single;28;8192;235971;1602030
single;28;8192;236049;1601548
single;28;8192;233644;1604400
single;28;8192;234122;1603622
single;28;8192;234293;1604012
single;28;8192;234084;1603038
single;28;8192;234096;1604221
single;28;8192;234184;1604121
single;28;8192;234013;1603458
single;28;8192;234017;1603449
single;28;8192;234103;1604244
single;28;8192;235866;1602324
single;28;8192;234210;1603987
single;28;8192;233881;1604481
single;28;8192;235307;1602358
single;28;8192;234228;1604237
single;28;8192;234446;1603897
single;28;8192;236036;1602062
single;28;8192;234368;1603775
single;28;8192;235929;1602063
single;28;8192;233976;1604644
single;28;8192;235835;1602328
single;28;8192;235915;1602237
single;28;8192;234043;1603066
single;28;8192;234193;1603438
single;28;8192;235908;1602249
single;28;8192;234311;1603888
single;28;8192;235282;1603014
single;28;8192;235226;1603114
single;28;8192;234155;1603411
single;28;8192;234107;1604191
single;28;8192;234084;1603038
single;28;8192;233659;1604870
single;28;8192;234050;1604157
single;28;8192;235272;1603304
single;28;8192;233765;1604434
single;29;8192;243634;1659551
single;29;8192;242883;1682908
single;29;8192;241675;1684164
single;29;8192;241700;1684587
single;29;8192;243006;1681674
single;29;8192;241733;1684477
single;29;8192;241750;1683939
single;29;8192;241546;1684023
single;29;8192;242941;1683707
single;29;8192;241544;1685316
single;29;8192;242994;1683233
single;29;8192;242983;1684765
single;29;8192;241664;1684478
single;29;8192;243011;1683360
single;29;8192;241417;1684447
single;29;8192;242877;1683950
single;29;8192;242986;1682677
single;29;8192;241611;1683857
single;29;8192;243158;1683635
single;29;8192;242837;1684011
single;29;8192;241585;1685243
single;29;8192;242949;1683811
single;29;8192;242861;1682325
single;29;8192;241338;1686744
single;29;8192;241563;1684588
single;29;8192;242383;1684012
single;29;8192;241712;1685064
single;29;8192;241417;1684949
single;29;8192;241480;1685030
single;29;8192;241255;1685374
single;29;8192;242980;1682755
single;29;8192;241541;1685025
single;29;8192;243006;1681674
single;29;8192;242956;1683218
single;29;8192;241538;1684258
single;29;8192;241482;1684959
single;29;8192;241585;1685243
single;29;8192;241607;1685167
single;29;8192;241796;1684258
single;29;8192;241707;1683169
single;29;8192;243011;1683517
single;29;8192;241691;1683940
single;29;8192;242895;1684008
single;29;8192;242408;1684271
single;29;8192;241665;1683764
single;29;8192;242422;1683569
single;29;8192;241605;1684359
single;29;8192;242928;1683823
single;29;8192;242402;1683483
single;29;8192;241594;1684925
multiple;1;8192;18339;96798
multiple;1;8192;18118;115108
multiple;1;8192;18147;114117
multiple;1;8192;18144;116006
multiple;1;8192;18147;113983
multiple;1;8192;18204;116069
multiple;1;8192;18148;114098
multiple;1;8192;18102;116048
multiple;1;8192;18186;114117
multiple;1;8192;18158;116041
multiple;1;8192;18135;114144
multiple;1;8192;18107;116126
multiple;1;8192;18135;114148
multiple;1;8192;18171;116020
multiple;1;8192;18152;114143
multiple;1;8192;18150;116032
multiple;1;8192;18146;114054
multiple;1;8192;18195;116053
multiple;1;8192;18203;114103
multiple;1;8192;18102;115945
multiple;1;8192;18149;114174
multiple;1;8192;18206;116041
multiple;1;8192;18136;114189
multiple;1;8192;18181;116034
multiple;1;8192;18163;114196
multiple;1;8192;18144;115975
multiple;1;8192;18143;115015
multiple;1;8192;18186;114063
multiple;1;8192;18093;116188
multiple;1;8192;18152;114159
multiple;1;8192;18182;116090
multiple;1;8192;18174;114058
multiple;1;8192;18154;115915
multiple;1;8192;18138;114083
multiple;1;8192;18154;115969
multiple;1;8192;18130;115225
multiple;1;8192;18159;116364
multiple;1;8192;18136;113903
multiple;1;8192;18150;114037
multiple;1;8192;18169;116355
multiple;1;8192;18122;114040
multiple;1;8192;18171;116006
multiple;1;8192;18108;114170
multiple;1;8192;18154;116021
multiple;1;8192;18173;114044
multiple;1;8192;18183;116012
multiple;1;8192;18136;114156
multiple;1;8192;18156;116064
multiple;1;8192;18120;114098
multiple;1;8192;18137;116078
multiple;2;16384;29998;137093
multiple;2;16384;26121;166647
multiple;2;16384;26139;167776
multiple;2;16384;26136;143769
multiple;2;16384;26111;145012
multiple;2;16384;26074;145075
multiple;2;16384;26077;145040
multiple;2;16384;26135;144986
multiple;2;16384;26075;145083
multiple;2;16384;26096;145031
multiple;2;16384;26120;145005
multiple;2;16384;26155;144942
multiple;2;16384;26081;144999
multiple;2;16384;26046;144994
multiple;2;16384;26050;401276
multiple;2;16384;30055;135980
multiple;2;16384;26161;161288
multiple;2;16384;26105;166797
multiple;2;16384;26102;144971
multiple;2;16384;26158;144978
multiple;2;16384;26134;145006
multiple;2;16384;26086;145004
multiple;2;16384;26068;144943
multiple;2;16384;26088;145135
multiple;2;16384;26145;145017
multiple;2;16384;26086;144960
multiple;2;16384;26133;144961
multiple;2;16384;26108;145009
multiple;2;16384;26115;144965
multiple;2;16384;26633;374568
multiple;2;16384;29992;138860
multiple;2;16384;26034;145067
multiple;2;16384;26101;144983
multiple;2;16384;26110;145049
multiple;2;16384;26120;144955
multiple;2;16384;26067;145043
multiple;2;16384;26081;145044
multiple;2;16384;26090;144908
multiple;2;16384;26079;144977
multiple;2;16384;26123;145051
multiple;2;16384;26147;144984
multiple;2;16384;26130;145016
multiple;2;16384;26108;144976
multiple;2;16384;26084;145035
multiple;2;16384;26654;381378
multiple;2;16384;29979;140117
multiple;2;16384;26123;144938
multiple;2;16384;26111;145040
multiple;2;16384;26063;145036
multiple;2;16384;26130;144941
multiple;2;16384;29967;136187
multiple;2;16384;26083;167973
multiple;2;16384;26118;163777
multiple;2;16384;26098;161291
multiple;2;16384;26152;163793
multiple;2;16384;26094;163750
multiple;2;16384;26121;144973
multiple;2;16384;26111;144978
multiple;2;16384;26084;144972
multiple;2;16384;26066;145013
multiple;2;16384;26103;145002
multiple;2;16384;26140;145083
multiple;2;16384;26102;144992
multiple;2;16384;26103;144923
multiple;2;16384;26116;400519
multiple;2;16384;39271;143968
multiple;2;16384;26107;166651
multiple;2;16384;26099;167070
multiple;2;16384;26039;143809
multiple;2;16384;26123;145005
multiple;2;16384;26142;145052
multiple;2;16384;26135;144982
multiple;2;16384;26139;144962
multiple;2;16384;26122;144847
multiple;2;16384;26088;144932
multiple;2;16384;26085;144977
multiple;2;16384;26126;144958
multiple;2;16384;26087;145014
multiple;2;16384;26057;145132
multiple;2;16384;26775;374504
multiple;2;16384;30014;138872
multiple;2;16384;26097;144943
multiple;2;16384;26103;144965
multiple;2;16384;26080;144995
multiple;2;16384;26137;144941
multiple;2;16384;26141;145062
multiple;2;16384;26140;144988
multiple;2;16384;26073;145015
multiple;2;16384;26078;145057
multiple;2;16384;26170;144969
multiple;2;16384;26092;145009
multiple;2;16384;26118;145059
multiple;2;16384;26142;144983
multiple;2;16384;26120;145098
multiple;2;16384;26262;374675
multiple;2;16384;39262;144097
multiple;2;16384;26051;165478
multiple;2;16384;26098;165329
multiple;2;16384;26092;167335
multiple;2;16384;26092;143821
multiple;3;24576;41917;185427
multiple;3;24576;33988;207315
multiple;3;24576;33985;211939
multiple;3;24576;33964;209629
multiple;3;24576;33949;211996
multiple;3;24576;34040;206165
multiple;3;24576;33894;196553
multiple;3;24576;33842;199695
multiple;3;24576;33881;198746
multiple;3;24576;33917;199745
multiple;3;24576;33870;200878
multiple;3;24576;33835;223502
multiple;3;24576;41763;206390
multiple;3;24576;33904;200809
multiple;3;24576;33835;199720
multiple;3;24576;33966;198667
multiple;3;24576;33881;225924
multiple;3;24576;33876;200860
multiple;3;24576;33868;199664
multiple;3;24576;33882;200820
multiple;3;24576;33902;198730
multiple;3;24576;33885;200868
multiple;3;24576;33934;199580
multiple;3;24576;33870;396467
multiple;3;24576;41975;190545
multiple;3;24576;33918;198835
multiple;3;24576;33950;199597
multiple;3;24576;33941;200814
multiple;3;24576;33886;200845
multiple;3;24576;33783;199766
multiple;3;24576;33961;198732
multiple;3;24576;33951;199600
multiple;3;24576;33885;198831
multiple;3;24576;33910;199645
multiple;3;24576;33908;198779
multiple;3;24576;33862;447987
multiple;3;24576;50977;194901
multiple;3;24576;33901;200784
multiple;3;24576;33844;199727
multiple;3;24576;33889;199583
multiple;3;24576;33909;198888
multiple;3;24576;33865;199693
multiple;3;24576;33926;199650
multiple;3;24576;33932;223756
multiple;3;24576;33900;200844
multiple;3;24576;33914;199652
multiple;3;24576;33908;424103
multiple;3;24576;52607;194704
multiple;3;24576;33865;200841
multiple;3;24576;33980;199677
multiple;3;24576;42580;186182
multiple;3;24576;33886;200823
multiple;3;24576;33842;199745
multiple;3;24576;33918;198817
multiple;3;24576;33867;199614
multiple;3;24576;33893;198770
multiple;3;24576;33915;199678
multiple;3;24576;33933;198749
multiple;3;24576;33845;199587
multiple;3;24576;33806;198887
multiple;3;24576;33844;200937
multiple;3;24576;33856;199829
multiple;3;24576;41829;206554
multiple;3;24576;33905;214510
multiple;3;24576;33936;209559
multiple;3;24576;33982;207596
multiple;3;24576;33837;221410
multiple;3;24576;33819;200833
multiple;3;24576;33902;199678
multiple;3;24576;33844;198943
multiple;3;24576;33905;199606
multiple;3;24576;33972;198782
multiple;3;24576;33849;199737
multiple;3;24576;34110;405660
multiple;3;24576;41979;186323
multiple;3;24576;33962;200771
multiple;3;24576;33893;199699
multiple;3;24576;33895;198854
multiple;3;24576;33944;199650
multiple;3;24576;33944;198864
multiple;3;24576;33996;199585
multiple;3;24576;33937;200768
multiple;3;24576;33885;199669
multiple;3;24576;33839;198794
multiple;3;24576;33856;200849
multiple;3;24576;33896;448556
multiple;3;24576;51054;194960
multiple;3;24576;33876;200900
multiple;3;24576;33878;198822
multiple;3;24576;33881;200813
multiple;3;24576;33832;199816
multiple;3;24576;33855;199694
multiple;3;24576;33842;198890
multiple;3;24576;33943;200751
multiple;3;24576;33893;199657
multiple;3;24576;33852;198887
multiple;3;24576;33874;449559
multiple;3;24576;41957;192708
multiple;3;24576;33924;199568
multiple;3;24576;33839;198794
multiple;4;32768;68644;387250
multiple;4;32768;51448;379309
multiple;4;32768;51525;377074
multiple;4;32768;51461;377097
multiple;4;32768;51434;377003
multiple;4;32768;51548;377061
multiple;4;32768;51486;377021
multiple;4;32768;74538;378635
multiple;4;32768;55328;377158
multiple;4;32768;51439;381324
multiple;4;32768;51411;376998
multiple;4;32768;51442;374301
multiple;4;32768;51397;377009
multiple;4;32768;51467;374272
multiple;4;32768;51471;377183
multiple;4;32768;102552;397203
multiple;4;32768;55499;377188
multiple;4;32768;51420;374070
multiple;4;32768;51528;374197
multiple;4;32768;51448;374021
multiple;4;32768;51421;377106
multiple;4;32768;51462;376978
multiple;4;32768;55456;377152
multiple;4;32768;51448;430246
multiple;4;32768;79943;375519
multiple;4;32768;51492;377152
multiple;4;32768;51437;379355
multiple;4;32768;51539;374094
multiple;4;32768;51590;374117
multiple;4;32768;51468;377493
multiple;4;32768;75353;389846
multiple;4;32768;51421;462481
multiple;4;32768;71337;385709
multiple;4;32768;51404;381321
multiple;4;32768;51465;377152
multiple;4;32768;51434;374175
multiple;4;32768;51397;377009
multiple;4;32768;51437;381301
multiple;4;32768;75381;390102
multiple;4;32768;51482;452128
multiple;4;32768;79883;389709
multiple;4;32768;51456;376992
multiple;4;32768;51446;379334
multiple;4;32768;51517;374212
multiple;4;32768;51527;374002
multiple;4;32768;51435;381578
multiple;4;32768;75150;390331
multiple;4;32768;51418;452382
multiple;4;32768;67196;392701
multiple;4;32768;71933;378192
multiple;4;32768;80952;388663
multiple;4;32768;51434;377215
multiple;4;32768;51491;379320
multiple;4;32768;51472;374248
multiple;4;32768;51451;377294
multiple;4;32768;51420;376993
multiple;4;32768;51492;377031
multiple;4;32768;67072;391605
multiple;4;32768;55493;377102
multiple;4;32768;51469;381347
multiple;4;32768;51490;374286
multiple;4;32768;51476;377146
multiple;4;32768;51468;374038
multiple;4;32768;51419;376988
multiple;4;32768;51442;490964
multiple;4;32768;78210;412971
multiple;4;32768;51473;381400
multiple;4;32768;51353;377191
multiple;4;32768;51384;377013
multiple;4;32768;51559;377120
multiple;4;32768;51410;377049
multiple;4;32768;51474;374164
multiple;4;32768;51435;380644
multiple;4;32768;68513;364333
multiple;4;32768;51539;376633
multiple;4;32768;51543;377010
multiple;4;32768;51484;374194
multiple;4;32768;51489;376896
multiple;4;32768;51413;376984
multiple;4;32768;51422;377262
multiple;4;32768;55483;377105
multiple;4;32768;55314;377160
multiple;4;32768;51397;377129
multiple;4;32768;51529;377129
multiple;4;32768;51461;377055
multiple;4;32768;51442;374076
multiple;4;32768;51447;377107
multiple;4;32768;51465;490013
multiple;4;32768;78459;388572
multiple;4;32768;51426;376946
multiple;4;32768;51499;379197
multiple;4;32768;51396;374288
multiple;4;32768;51497;377088
multiple;4;32768;51432;377132
multiple;4;32768;51376;377116
multiple;4;32768;51416;378975
multiple;4;32768;59157;376740
multiple;4;32768;51453;377235
multiple;4;32768;51415;379247
multiple;4;32768;51404;377029
multiple;5;40960;102810;380004
multiple;5;40960;104698;402976
multiple;5;40960;78677;395925
multiple;5;40960;96105;363671
multiple;5;40960;91397;389490
multiple;5;40960;83930;381945
multiple;5;40960;83072;408899
multiple;5;40960;121390;374740
multiple;5;40960;96423;394949
multiple;5;40960;109269;380008
multiple;5;40960;91387;404178
multiple;5;40960;84391;396036
multiple;5;40960;92584;383801
multiple;5;40960;89842;372580
multiple;5;40960;146462;373362
multiple;5;40960;96417;388295
multiple;5;40960;89135;379371
multiple;5;40960;69653;362694
multiple;5;40960;87573;377754
multiple;5;40960;69710;362240
multiple;5;40960;70944;391700
multiple;5;40960;114113;395613
multiple;5;40960;87194;370893
multiple;5;40960;72337;358075
multiple;5;40960;91347;389186
multiple;5;40960;69499;362926
multiple;5;40960;91570;403757
multiple;5;40960;104664;405292
multiple;5;40960;130114;400641
multiple;5;40960;91527;405189
multiple;5;40960;111585;395697
multiple;5;40960;87522;387089
multiple;5;40960;84503;395825
multiple;5;40960;92424;386565
multiple;5;40960;80029;406447
multiple;5;40960;106835;387658
multiple;5;40960;91556;420584
multiple;5;40960;89386;371991
multiple;5;40960;104139;413636
multiple;5;40960;69726;363104
multiple;5;40960;91580;402702
multiple;5;40960;115714;379322
multiple;5;40960;113402;410695
multiple;5;40960;91975;385409
multiple;5;40960;91510;389044
multiple;5;40960;96214;387929
multiple;5;40960;81675;379367
multiple;5;40960;89881;372239
multiple;5;40960;110412;398591
multiple;5;40960;104803;401752
multiple;5;40960;126278;407889
multiple;5;40960;96403;388354
multiple;5;40960;89064;385636
multiple;5;40960;84517;395820
multiple;5;40960;91802;378101
multiple;5;40960;116256;388143
multiple;5;40960;104706;361403
multiple;5;40960;132727;381122
multiple;5;40960;80094;402326
multiple;5;40960;92722;385526
multiple;5;40960;92836;386691
multiple;5;40960;69645;362142
multiple;5;40960;82789;382451
multiple;5;40960;96345;398905
multiple;5;40960;117063;362259
multiple;5;40960;88636;371972
multiple;5;40960;69714;362419
multiple;5;40960;82058;386103
multiple;5;40960;79494;376186
multiple;5;40960;76120;383393
multiple;5;40960;89910;372072
multiple;5;40960;110005;376969
multiple;5;40960;79062;372245
multiple;5;40960;91448;389093
multiple;5;40960;69564;363250
multiple;5;40960;83145;385744
multiple;5;40960;96372;395805
multiple;5;40960;144496;369397
multiple;5;40960;123916;359719
multiple;5;40960;70657;366424
multiple;5;40960;91561;390744
multiple;5;40960;110366;368209
multiple;5;40960;89153;391865
multiple;5;40960;104844;406925
multiple;5;40960;92763;388152
multiple;5;40960;97973;409767
multiple;5;40960;98813;418704
multiple;5;40960;96526;388159
multiple;5;40960;89156;390834
multiple;5;40960;117003;372714
multiple;5;40960;96449;396431
multiple;5;40960;91418;391385
multiple;5;40960;121801;399762
multiple;5;40960;92521;385697
multiple;5;40960;89606;372413
multiple;5;40960;144217;369620
multiple;5;40960;91491;403872
multiple;5;40960;105527;411349
multiple;5;40960;92636;431557
multiple;5;40960;158008;391318
multiple;6;49152;168230;385104
multiple;6;49152;176178;352209
multiple;6;49152;162768;386984
multiple;6;49152;203271;397432
multiple;6;49152;153473;392489
multiple;6;49152;233092;388019
multiple;6;49152;156298;361781
multiple;6;49152;150799;413333
multiple;6;49152;134612;405819
multiple;6;49152;158106;403088
multiple;6;49152;105339;383542
multiple;6;49152;123397;394469
multiple;6;49152;186918;408876
multiple;6;49152;149520;360767
multiple;6;49152;182075;412297
multiple;6;49152;127588;366626
multiple;6;49152;157855;389172
multiple;6;49152;183994;390359
multiple;6;49152;183027;422823
multiple;6;49152;140776;380219
multiple;6;49152;152071;422641
multiple;6;49152;147660;370351
multiple;6;49152;152960;381417
multiple;6;49152;138638;390993
multiple;6;49152;159805;380534
multiple;6;49152;187214;410138
multiple;6;49152;157920;387387
multiple;6;49152;146377;375161
multiple;6;49152;167484;355629
multiple;6;49152;147934;398418
multiple;6;49152;159544;356491
multiple;6;49152;139986;371588
multiple;6;49152;160961;383399
multiple;6;49152;141500;405431
multiple;6;49152;136612;380920
multiple;6;49152;151903;382428
multiple;6;49152;185096;404882
multiple;6;49152;159544;397829
multiple;6;49152;161214;365582
multiple;6;49152;221298;382376
multiple;6;49152;214242;379045
multiple;6;49152;140485;404206
multiple;6;49152;161049;381747
multiple;6;49152;211154;421262
multiple;6;49152;211154;381873
multiple;6;49152;219561;405240
multiple;6;49152;157561;392099
multiple;6;49152;203441;421824
multiple;6;49152;144775;397607
multiple;6;49152;143607;403557
multiple;6;49152;126697;387879
multiple;6;49152;165039;398795
multiple;6;49152;152887;415113
multiple;6;49152;156994;407436
multiple;6;49152;177348;391097
multiple;6;49152;178293;387849
multiple;6;49152;154090;409846
multiple;6;49152;136888;374988
multiple;6;49152;178498;392309
multiple;6;49152;188911;358576
multiple;6;49152;126995;409276
multiple;6;49152;164187;396931
multiple;6;49152;190027;403132
multiple;6;49152;128107;366655
multiple;6;49152;135501;391558
multiple;6;49152;162842;401812
multiple;6;49152;138425;375773
multiple;6;49152;141137;405654
multiple;6;49152;189311;404342
multiple;6;49152;209581;359300
multiple;6;49152;247894;389017
multiple;6;49152;167110;391750
multiple;6;49152;155211;414616
multiple;6;49152;125795;370391
multiple;6;49152;166504;390090
multiple;6;49152;223127;419388
multiple;6;49152;198671;368636
multiple;6;49152;164767;394628
multiple;6;49152;191607;403619
multiple;6;49152;206963;430446
multiple;6;49152;132730;365357
multiple;6;49152;182758;399637
multiple;6;49152;155978;388127
multiple;6;49152;132679;368673
multiple;6;49152;152736;360159
multiple;6;49152;159004;400840
multiple;6;49152;123860;389215
multiple;6;49152;161069;390792
multiple;6;49152;190496;389898
multiple;6;49152;178039;407597
multiple;6;49152;187142;382585
multiple;6;49152;157905;406149
multiple;6;49152;137570;371387
multiple;6;49152;171186;379330
multiple;6;49152;150699;419636
multiple;6;49152;126243;385331
multiple;6;49152;160772;382500
multiple;6;49152;200887;374478
multiple;6;49152;142965;395266
multiple;6;49152;158880;393591
multiple;7;57344;209937;370333
multiple;7;57344;279312;358645
multiple;7;57344;243771;383258
multiple;7;57344;275834;386097
multiple;7;57344;188647;391094
multiple;7;57344;349530;390485
multiple;7;57344;198199;357524
multiple;7;57344;272382;377327
multiple;7;57344;264581;404776
multiple;7;57344;231841;398834
multiple;7;57344;235171;371798
multiple;7;57344;251517;403202
multiple;7;57344;303118;401262
multiple;7;57344;180531;411470
multiple;7;57344;161087;396637
multiple;7;57344;228168;369834
multiple;7;57344;345872;394765
multiple;7;57344;283626;393396
multiple;7;57344;264385;404739
multiple;7;57344;272982;402167
multiple;7;57344;195957;371136
multiple;7;57344;242477;399037
multiple;7;57344;209129;370241
multiple;7;57344;226818;376969
multiple;7;57344;196606;366870
multiple;7;57344;204731;410701
multiple;7;57344;277257;400784
multiple;7;57344;275490;389407
multiple;7;57344;261970;407246
multiple;7;57344;208241;365033
multiple;7;57344;295169;404231
multiple;7;57344;210348;388115
multiple;7;57344;175837;394630
multiple;7;57344;182529;395749
multiple;7;57344;180774;443012
multiple;7;57344;268245;408339
multiple;7;57344;151977;376080
multiple;7;57344;244492;392511
multiple;7;57344;252913;377081
multiple;7;57344;199412;415205
multiple;7;57344;265762;382118
multiple;7;57344;194551;395668
multiple;7;57344;236197;381834
multiple;7;57344;177381;391980
multiple;7;57344;220901;371860
multiple;7;57344;185738;358471
multiple;7;57344;385792;385674
multiple;7;57344;278889;407602
multiple;7;57344;213630;390727
multiple;7;57344;275485;376889
multiple;7;57344;249941;401866
multiple;7;57344;184177;400285
