exp;ntasks;memory;dispatch;wait
multiple;7;57344;186566;403033
multiple;7;57344;191460;408105
multiple;7;57344;237588;387418
multiple;7;57344;285413;406286
multiple;7;57344;283230;399108
multiple;7;57344;197184;385347
multiple;7;57344;206916;366532
multiple;7;57344;241483;418771
multiple;7;57344;266448;387089
multiple;7;57344;184445;413665
multiple;7;57344;204225;367359
multiple;7;57344;240127;388691
multiple;7;57344;266117;417933
multiple;7;57344;260122;393147
multiple;7;57344;185788;431001
multiple;7;57344;275800;406844
multiple;7;57344;196478;370581
multiple;7;57344;288631;396586
multiple;7;57344;257348;367911
multiple;7;57344;198167;397455
multiple;7;57344;187054;378729
multiple;7;57344;213342;361607
multiple;7;57344;221974;397696
multiple;7;57344;245015;382829
multiple;7;57344;253291;373114
multiple;7;57344;181608;411458
multiple;7;57344;194539;398971
multiple;7;57344;176721;371585
multiple;7;57344;303800;354676
multiple;7;57344;189115;416072
multiple;7;57344;201275;388167
multiple;7;57344;268618;386914
multiple;7;57344;211810;389521
multiple;7;57344;190693;379058
multiple;7;57344;207150;410215
multiple;7;57344;180035;391186
multiple;7;57344;190891;411492
multiple;7;57344;283533;394644
multiple;7;57344;226318;370789
multiple;7;57344;202419;375865
multiple;7;57344;190956;353517
multiple;7;57344;177130;364722
multiple;7;57344;190012;385222
multiple;7;57344;236341;377300
multiple;7;57344;205232;386573
multiple;7;57344;334950;399091
multiple;7;57344;229319;398368
multiple;7;57344;225028;404127
multiple;8;65536;364126;398932
multiple;8;65536;364914;419453
multiple;8;65536;352554;406547
multiple;8;65536;262421;359697
multiple;8;65536;556174;415525
multiple;8;65536;355590;374684
multiple;8;65536;275434;373414
multiple;8;65536;264351;388072
multiple;8;65536;388691;386271
multiple;8;65536;450006;397750
multiple;8;65536;289565;400675
multiple;8;65536;303766;391591
multiple;8;65536;199636;426812
multiple;8;65536;304789;395227
multiple;8;65536;228878;409142
multiple;8;65536;327090;387138
multiple;8;65536;343906;367604
multiple;8;65536;317895;410038
multiple;8;65536;397092;344244
multiple;8;65536;334960;374040
multiple;8;65536;272180;397064
multiple;8;65536;295185;392085
multiple;8;65536;302575;383281
multiple;8;65536;343525;413692
multiple;8;65536;314157;363653
multiple;8;65536;335192;396338
multiple;8;65536;293228;395927
multiple;8;65536;241064;428524
multiple;8;65536;271171;366452
multiple;8;65536;317951;388612
multiple;8;65536;317217;403560
multiple;8;65536;302259;412569
multiple;8;65536;332425;398229
multiple;8;65536;338414;350903
multiple;8;65536;284711;379644
multiple;8;65536;406196;375748
multiple;8;65536;243146;401014
multiple;8;65536;238975;376941
multiple;8;65536;197971;371560
multiple;8;65536;293526;417864
multiple;8;65536;264418;414538
multiple;8;65536;319106;418551
multiple;8;65536;315137;423649
multiple;8;65536;240622;376016
multiple;8;65536;319907;417922
multiple;8;65536;276790;385190
multiple;8;65536;257792;368040
multiple;8;65536;332523;399640
multiple;8;65536;351923;414560
multiple;8;65536;342013;399035
multiple;8;65536;254950;355895
multiple;8;65536;233884;378389
multiple;8;65536;273661;404786
multiple;8;65536;394019;367356
multiple;8;65536;259372;431929
multiple;8;65536;268744;383385
multiple;8;65536;227192;392547
multiple;8;65536;211701;411980
multiple;8;65536;432488;365776
multiple;8;65536;420006;363638
multiple;8;65536;248871;375541
multiple;8;65536;270342;411336
multiple;8;65536;303758;412288
multiple;8;65536;282424;391474
multiple;8;65536;270804;379804
multiple;8;65536;390493;403230
multiple;8;65536;379624;362298
multiple;8;65536;246535;376479
multiple;8;65536;267954;375313
multiple;8;65536;253170;365112
multiple;8;65536;230058;408126
multiple;8;65536;328415;421765
multiple;8;65536;283321;342013
multiple;8;65536;244704;380674
multiple;8;65536;317638;397118
multiple;8;65536;293594;409925
multiple;8;65536;260966;410908
multiple;8;65536;201050;393830
multiple;8;65536;312817;376876
multiple;8;65536;411811;405959
multiple;8;65536;364723;386885
multiple;8;65536;338575;388505
multiple;8;65536;283653;397461
multiple;8;65536;336287;370644
multiple;8;65536;416784;434197
multiple;8;65536;336472;399909
multiple;8;65536;304140;398943
multiple;8;65536;213378;402169
multiple;8;65536;263873;391936
multiple;8;65536;371555;374790
multiple;8;65536;356128;400724
multiple;8;65536;294749;406027
multiple;8;65536;213338;412324
multiple;8;65536;346276;479742
multiple;8;65536;220419;408218
multiple;8;65536;413019;404264
multiple;8;65536;307187;380479
multiple;8;65536;361862;378957
multiple;8;65536;319285;410667
multiple;8;65536;262246;368305
multiple;9;73728;508949;401944
multiple;9;73728;511961;416161
multiple;9;73728;294619;415086
multiple;9;73728;489538;385114
multiple;9;73728;374590;408613
multiple;9;73728;443161;431146
multiple;9;73728;390238;375966
multiple;9;73728;329639;376341
multiple;9;73728;345304;399256
multiple;9;73728;333525;372581
multiple;9;73728;481788;362831
multiple;9;73728;457637;410766
multiple;9;73728;326900;360732
multiple;9;73728;391318;373458
multiple;9;73728;387383;406033
multiple;9;73728;380854;385325
multiple;9;73728;297396;375254
multiple;9;73728;481855;432244
multiple;9;73728;354457;407589
multiple;9;73728;468453;410174
multiple;9;73728;383331;403959
multiple;9;73728;261952;463546
multiple;9;73728;347168;393903
multiple;9;73728;370722;419729
multiple;9;73728;440517;403349
multiple;9;73728;298338;430139
multiple;9;73728;392533;428675
multiple;9;73728;481066;371884
multiple;9;73728;331268;425608
multiple;9;73728;398695;362087
multiple;9;73728;311324;412025
multiple;9;73728;412826;396687
multiple;9;73728;292288;390160
multiple;9;73728;323090;413215
multiple;9;73728;413689;387472
multiple;9;73728;428800;397829
multiple;9;73728;299916;377340
multiple;9;73728;472881;363374
multiple;9;73728;411079;402483
multiple;9;73728;471632;377775
multiple;9;73728;462825;412890
multiple;9;73728;372599;393313
multiple;9;73728;473361;374032
multiple;9;73728;377303;362668
multiple;9;73728;407796;410992
multiple;9;73728;385023;409208
multiple;9;73728;314801;382842
multiple;9;73728;299133;379063
multiple;9;73728;342036;409683
multiple;9;73728;396701;428938
multiple;10;81920;690277;381999
multiple;10;81920;394984;442927
multiple;10;81920;468527;428631
multiple;10;81920;519062;400041
multiple;10;81920;423638;413589
multiple;10;81920;643771;376692
multiple;10;81920;388668;410995
multiple;10;81920;470168;419516
multiple;10;81920;334186;390112
multiple;10;81920;444400;399808
multiple;10;81920;363835;412104
multiple;10;81920;612202;393569
multiple;10;81920;377584;417211
multiple;10;81920;628220;426358
multiple;10;81920;378844;421404
multiple;10;81920;388356;402968
multiple;10;81920;465850;393598
multiple;10;81920;373960;393635
multiple;10;81920;647802;399986
multiple;10;81920;435780;386124
multiple;10;81920;468595;410116
multiple;10;81920;502379;403916
multiple;10;81920;518551;391391
multiple;10;81920;641428;374511
multiple;10;81920;572637;378155
multiple;10;81920;338106;435649
multiple;10;81920;365726;397892
multiple;10;81920;472883;420500
multiple;10;81920;333298;423937
multiple;10;81920;600999;378101
multiple;10;81920;374556;413238
multiple;10;81920;646874;393961
multiple;10;81920;400451;406514
multiple;10;81920;634460;416413
multiple;10;81920;440175;450791
multiple;10;81920;683551;418629
multiple;10;81920;424517;416742
multiple;10;81920;397846;435672
multiple;10;81920;367471;437507
multiple;10;81920;431961;417405
multiple;10;81920;468283;382822
multiple;10;81920;492027;390263
multiple;10;81920;317621;389239
multiple;10;81920;466773;390238
multiple;10;81920;779713;397106
multiple;10;81920;451753;367611
multiple;10;81920;399230;405108
multiple;10;81920;436980;427796
multiple;10;81920;526084;377234
multiple;10;81920;498926;422088
multiple;11;90112;523832;446877
multiple;11;90112;738563;420115
multiple;11;90112;481512;391309
multiple;11;90112;740442;397098
multiple;11;90112;549743;437448
multiple;11;90112;604773;405972
multiple;11;90112;664621;398442
multiple;11;90112;364891;421545
multiple;11;90112;643661;397746
multiple;11;90112;735749;374068
multiple;11;90112;514789;427127
multiple;11;90112;831821;369752
multiple;11;90112;456567;413804
multiple;11;90112;629577;393977
multiple;11;90112;580624;370594
multiple;11;90112;514312;409255
multiple;11;90112;538166;406996
multiple;11;90112;563674;405615
multiple;11;90112;585406;470388
multiple;11;90112;646369;431630
multiple;11;90112;442662;437941
multiple;11;90112;637839;332043
multiple;11;90112;592884;429610
multiple;11;90112;569158;428221
multiple;11;90112;468656;426390
multiple;11;90112;691414;432242
multiple;11;90112;506427;418965
multiple;11;90112;678215;401798
multiple;11;90112;537872;371749
multiple;11;90112;523338;424488
multiple;11;90112;587542;403387
multiple;11;90112;576255;410993
multiple;11;90112;769808;371776
multiple;11;90112;571707;417773
multiple;11;90112;401722;436285
multiple;11;90112;521254;367550
multiple;11;90112;585519;420675
multiple;11;90112;509616;398278
multiple;11;90112;809669;389216
multiple;11;90112;448017;441386
multiple;11;90112;615092;394216
multiple;11;90112;723103;400408
multiple;11;90112;747250;401846
multiple;11;90112;573324;439144
multiple;11;90112;739246;400210
multiple;11;90112;584974;450054
multiple;11;90112;612751;407779
multiple;11;90112;491675;380607
multiple;11;90112;673279;393474
multiple;11;90112;575095;436565
multiple;12;98304;868972;379668
multiple;12;98304;649745;402470
multiple;12;98304;806568;404639
multiple;12;98304;838243;405915
multiple;12;98304;735802;428007
multiple;12;98304;633095;408499
multiple;12;98304;1007460;362744
multiple;12;98304;732809;391122
multiple;12;98304;1067535;393989
multiple;12;98304;1173685;291499
multiple;12;98304;880853;425024
multiple;12;98304;657552;394330
multiple;12;98304;762068;394938
multiple;12;98304;796076;419776
multiple;12;98304;803722;399442
multiple;12;98304;816015;472790
multiple;12;98304;820384;361039
multiple;12;98304;972107;363817
multiple;12;98304;824410;384023
multiple;12;98304;602437;377150
multiple;12;98304;958803;380931
multiple;12;98304;910971;366031
multiple;12;98304;629197;435733
multiple;12;98304;609260;389666
multiple;12;98304;837749;403520
multiple;12;98304;797523;354712
multiple;12;98304;770482;405508
multiple;12;98304;820986;375839
multiple;12;98304;821679;392778
multiple;12;98304;729608;439654
multiple;12;98304;657042;381727
multiple;12;98304;675266;421047
multiple;12;98304;609877;406262
multiple;12;98304;645764;432022
multiple;12;98304;682246;374086
multiple;12;98304;774409;407181
multiple;12;98304;870501;400052
multiple;12;98304;650614;398416
multiple;12;98304;883779;363531
multiple;12;98304;722966;395745
multiple;12;98304;594681;467240
multiple;12;98304;719849;396525
multiple;12;98304;759361;416896
multiple;12;98304;735770;390047
multiple;12;98304;878508;407609
multiple;12;98304;984409;386613
multiple;12;98304;709606;392505
multiple;12;98304;611194;432509
multiple;12;98304;671016;412456
multiple;12;98304;1087887;376874
multiple;13;106496;915295;441808
multiple;13;106496;1614254;397188
multiple;13;106496;1088107;368151
multiple;13;106496;1093346;364649
multiple;13;106496;959648;379877
multiple;13;106496;1755001;355263
multiple;13;106496;1245261;360865
multiple;13;106496;1178163;391331
multiple;13;106496;1421855;361783
multiple;13;106496;1190582;359237
multiple;13;106496;1181425;386891
multiple;13;106496;1236006;365768
multiple;13;106496;1098330;377041
multiple;13;106496;1074378;384166
multiple;13;106496;1326374;398046
multiple;13;106496;1370424;371856
multiple;13;106496;1006378;389457
multiple;13;106496;1213656;389038
multiple;13;106496;1779066;276516
multiple;13;106496;997603;396024
multiple;13;106496;889960;416062
multiple;13;106496;825102;426690
multiple;13;106496;1085410;322849
multiple;13;106496;940889;385718
multiple;13;106496;1511728;396308
multiple;13;106496;1549841;385372
multiple;13;106496;1106884;376553
multiple;13;106496;1424891;355782
multiple;13;106496;1527431;389466
multiple;13;106496;1297909;378877
multiple;13;106496;1206653;404363
multiple;13;106496;975544;377900
multiple;13;106496;1394101;321462
multiple;13;106496;1105227;378402
multiple;13;106496;1164102;375099
multiple;13;106496;1424864;400640
multiple;13;106496;1648840;360985
multiple;13;106496;1484106;357088
multiple;13;106496;1205299;362532
multiple;13;106496;1243713;390052
multiple;13;106496;1021757;398851
multiple;13;106496;1317222;374905
multiple;13;106496;1275931;380628
multiple;13;106496;1249524;293835
multiple;13;106496;1385059;364648
multiple;13;106496;1187044;297041
multiple;13;106496;1513063;387173
multiple;13;106496;1015294;373704
multiple;13;106496;1024722;402118
multiple;13;106496;1374579;371809
multiple;14;114688;1508513;378123
multiple;14;114688;1000825;300653
multiple;14;114688;692614;395256
multiple;14;114688;1169087;395627
multiple;14;114688;1292263;409993
multiple;14;114688;1007911;373597
multiple;14;114688;1060317;346973
multiple;14;114688;816516;383616
multiple;14;114688;1255218;390475
multiple;14;114688;873129;391255
multiple;14;114688;1172502;412474
multiple;14;114688;752597;381760
multiple;14;114688;1553626;391312
multiple;14;114688;803574;400975
multiple;14;114688;932272;361153
multiple;14;114688;1119034;388713
multiple;14;114688;1373787;384784
multiple;14;114688;998446;364611
multiple;14;114688;1292190;367146
multiple;14;114688;1368907;368922
multiple;14;114688;1189341;392968
multiple;14;114688;963343;393430
multiple;14;114688;1141759;388685
multiple;14;114688;945463;380688
multiple;14;114688;1358299;379425
multiple;14;114688;1302167;402674
multiple;14;114688;868060;367011
multiple;14;114688;1257434;385610
multiple;14;114688;1211703;404495
multiple;14;114688;728772;384152
multiple;14;114688;1177735;350948
multiple;14;114688;982319;374812
multiple;14;114688;838679;414482
multiple;14;114688;1077485;397855
multiple;14;114688;1254371;389055
multiple;14;114688;1442448;379438
multiple;14;114688;878076;391129
multiple;14;114688;1107495;395076
multiple;14;114688;1140244;391639
multiple;14;114688;1405290;393038
multiple;14;114688;1179638;357254
multiple;14;114688;1387989;416469
multiple;14;114688;1082636;364457
multiple;14;114688;1027321;375304
multiple;14;114688;1262858;385128
multiple;14;114688;1129369;386047
multiple;14;114688;1544656;379839
multiple;14;114688;912770;404174
multiple;14;114688;1152250;382063
multiple;14;114688;1502436;379728
multiple;15;122880;1440596;365447
multiple;15;122880;1541768;218367
multiple;15;122880;1132695;404210
multiple;15;122880;1417926;341336
multiple;15;122880;1567175;355298
multiple;15;122880;1502850;370441
multiple;15;122880;901581;420076
multiple;15;122880;900965;372455
multiple;15;122880;1033984;377651
multiple;15;122880;1289016;381314
multiple;15;122880;1048336;381473
multiple;15;122880;1381201;376659
multiple;15;122880;1393786;275646
multiple;15;122880;1443624;382045
multiple;15;122880;972423;402732
multiple;15;122880;889564;376632
multiple;15;122880;1230859;380201
multiple;15;122880;1354004;382779
multiple;15;122880;778679;425133
multiple;15;122880;1394185;350928
multiple;15;122880;1043071;390645
multiple;15;122880;959076;384617
multiple;15;122880;1308743;390318
multiple;15;122880;1354500;242332
multiple;15;122880;1200562;397524
multiple;15;122880;979926;400274
multiple;15;122880;1016130;381207
multiple;15;122880;1208784;401696
multiple;15;122880;1266208;380677
multiple;15;122880;1289270;378112
multiple;15;122880;1239278;354042
multiple;15;122880;1031970;373024
multiple;15;122880;915654;456555
multiple;15;122880;1521052;370132
multiple;15;122880;1339303;389284
multiple;15;122880;1145185;396105
multiple;15;122880;1296090;380756
multiple;15;122880;1255979;411473
multiple;15;122880;1058818;395790
multiple;15;122880;1261095;387563
multiple;15;122880;1547240;364706
multiple;15;122880;1224308;394732
multiple;15;122880;1389446;376816
multiple;15;122880;1024650;383049
multiple;15;122880;1287392;387577
multiple;15;122880;1049771;389125
multiple;15;122880;1152025;394239
multiple;15;122880;1198619;390458
multiple;15;122880;1079629;363513
multiple;15;122880;1366613;402204
multiple;16;131072;1179597;389203
multiple;16;131072;1561704;374769
multiple;16;131072;1469674;261739
multiple;16;131072;1262406;388644
multiple;16;131072;1046549;375247
multiple;16;131072;1430393;443103
multiple;16;131072;1746458;368624
multiple;16;131072;1512249;435749
multiple;16;131072;992346;409353
multiple;16;131072;1117663;372342
multiple;16;131072;1258570;384568
multiple;16;131072;1318988;365788
multiple;16;131072;1263164;352059
multiple;16;131072;1227410;360664
multiple;16;131072;1446949;426894
multiple;16;131072;1355223;380877
multiple;16;131072;1098130;376491
multiple;16;131072;1401084;365373
multiple;16;131072;1110555;388799
multiple;16;131072;1379326;394405
multiple;16;131072;1079943;380431
multiple;16;131072;1290610;394187
multiple;16;131072;1376268;385331
multiple;16;131072;1328414;381661
multiple;16;131072;1212517;372316
multiple;16;131072;1177328;375493
multiple;16;131072;1334716;387878
multiple;16;131072;1419303;368241
multiple;16;131072;1434108;395644
multiple;16;131072;1205302;376584
multiple;16;131072;1093357;375068
multiple;16;131072;1435375;403668
multiple;16;131072;1292476;386207
multiple;16;131072;1102277;374627
multiple;16;131072;863201;460687
multiple;16;131072;1414983;399460
multiple;16;131072;1554298;355567
multiple;16;131072;1178414;366742
multiple;16;131072;1346273;355601
multiple;16;131072;1579102;359505
multiple;16;131072;1349761;362569
multiple;16;131072;1291841;365136
multiple;16;131072;1318870;360287
multiple;16;131072;897685;407566
multiple;16;131072;1233921;404527
multiple;16;131072;1489619;384768
multiple;16;131072;854629;409933
multiple;16;131072;1357898;395583
multiple;16;131072;1390673;367888
multiple;16;131072;868290;375758
multiple;17;139264;1608174;385435
multiple;17;139264;1161582;373294
multiple;17;139264;1322539;370798
multiple;17;139264;1009092;424265
multiple;17;139264;1499732;384409
multiple;17;139264;1116911;376280
multiple;17;139264;1157705;414304
multiple;17;139264;875752;419345
multiple;17;139264;1130840;357333
multiple;17;139264;1765589;372472
multiple;17;139264;1144732;371679
multiple;17;139264;1152336;327390
multiple;17;139264;1577558;385940
multiple;17;139264;1127107;400376
multiple;17;139264;1233370;385434
multiple;17;139264;1354207;363430
multiple;17;139264;1314783;400582
multiple;17;139264;1504334;396170
multiple;17;139264;1353230;377808
multiple;17;139264;1114030;362482
multiple;17;139264;1307963;365197
multiple;17;139264;1089165;412831
multiple;17;139264;1059957;458539
multiple;17;139264;1163386;387603
multiple;17;139264;1459063;422272
multiple;17;139264;1385286;370763
multiple;17;139264;1197378;394329
multiple;17;139264;1146576;383301
multiple;17;139264;1129282;389124
multiple;17;139264;1314983;378359
multiple;17;139264;779439;458900
multiple;17;139264;1604262;398666
multiple;17;139264;1324515;381446
multiple;17;139264;1576436;388488
multiple;17;139264;1036744;403601
multiple;17;139264;1344072;368747
multiple;17;139264;1344143;293101
multiple;17;139264;1174745;356398
multiple;17;139264;1315978;400684
multiple;17;139264;1063218;368295
multiple;17;139264;1374443;375116
multiple;17;139264;1540651;360083
multiple;17;139264;1450942;377513
multiple;17;139264;1194494;400323
multiple;17;139264;1146607;386892
multiple;17;139264;1448738;393158
multiple;17;139264;1286026;407690
multiple;17;139264;1464122;404824
multiple;17;139264;1675826;382526
multiple;17;139264;824651;459188
multiple;18;147456;1605840;358372
multiple;18;147456;1216344;380092
multiple;18;147456;1111380;430468
multiple;18;147456;1120553;408741
multiple;18;147456;1276549;413905
multiple;18;147456;1509633;361913
multiple;18;147456;1243186;392188
multiple;18;147456;1130535;382974
multiple;18;147456;1469104;377291
multiple;18;147456;1525795;380799
multiple;18;147456;1251502;403511
multiple;18;147456;1713762;383512
multiple;18;147456;1029339;447376
multiple;18;147456;1175919;405878
multiple;18;147456;1204497;353174
multiple;18;147456;1507804;418496
multiple;18;147456;1654901;375009
multiple;18;147456;1640533;365938
multiple;18;147456;1762074;390407
multiple;18;147456;1524799;406839
multiple;18;147456;1546443;393607
multiple;18;147456;1737043;368600
multiple;18;147456;672221;480780
multiple;18;147456;1716091;382123
multiple;18;147456;1186770;387270
multiple;18;147456;1286351;375990
multiple;18;147456;669412;498003
multiple;18;147456;1156195;396628
multiple;18;147456;870052;426953
multiple;18;147456;1472259;377783
multiple;18;147456;1134479;377074
multiple;18;147456;1749301;362626
multiple;18;147456;1554992;394165
multiple;18;147456;1363463;386012
multiple;18;147456;1663298;391439
multiple;18;147456;1212743;472818
multiple;18;147456;1087650;393360
multiple;18;147456;1171471;353409
multiple;18;147456;1271874;302611
multiple;18;147456;1586527;358606
multiple;18;147456;815532;478638
multiple;18;147456;1473816;370568
multiple;18;147456;1418674;396506
multiple;18;147456;1777349;400004
multiple;18;147456;910238;445474
multiple;18;147456;1500001;388155
multiple;18;147456;1178894;380845
multiple;18;147456;1295001;395125
multiple;18;147456;1080245;381091
multiple;18;147456;1132586;381755
multiple;19;155648;1797126;376271
multiple;19;155648;1912804;400131
multiple;19;155648;1196875;381165
multiple;19;155648;1029427;375201
multiple;19;155648;1796751;193842
multiple;19;155648;1424596;390193
multiple;19;155648;1380483;315637
multiple;19;155648;1244750;392745
multiple;19;155648;1068110;386910
multiple;19;155648;1613188;383536
multiple;19;155648;1574534;381519
multiple;19;155648;1615996;238560
multiple;19;155648;1580153;297659
multiple;19;155648;884921;543881
multiple;19;155648;910019;415307
multiple;19;155648;788944;604544
multiple;19;155648;1249065;381723
multiple;19;155648;1773449;370098
multiple;19;155648;1547256;388685
multiple;19;155648;966967;548546
multiple;19;155648;1193109;387508
multiple;19;155648;1404260;387855
multiple;19;155648;1528467;376395
multiple;19;155648;1706873;371016
multiple;19;155648;1027028;383679
multiple;19;155648;1519821;388173
multiple;19;155648;1123912;414242
multiple;19;155648;1872975;364408
multiple;19;155648;1511299;373608
multiple;19;155648;1593110;373988
multiple;19;155648;1424016;378219
multiple;19;155648;1854673;386304
multiple;19;155648;1457427;380900
multiple;19;155648;1251253;402412
multiple;19;155648;1320246;371969
multiple;19;155648;1712317;363925
multiple;19;155648;1457142;383139
multiple;19;155648;990320;434757
multiple;19;155648;1533101;392095
multiple;19;155648;1211949;395062
multiple;19;155648;1193135;282904
multiple;19;155648;1301752;375421
multiple;19;155648;1575577;360426
multiple;19;155648;1194340;410029
multiple;19;155648;1344218;378767
multiple;19;155648;1377267;363755
multiple;19;155648;879311;480201
multiple;19;155648;1261732;358443
multiple;19;155648;849387;519681
multiple;19;155648;1972546;387708
multiple;20;163840;2088185;382209
multiple;20;163840;1438316;363875
multiple;20;163840;1160596;393535
multiple;20;163840;1318138;374909
multiple;20;163840;997949;413839
multiple;20;163840;1600416;270995
multiple;20;163840;1514779;365393
multiple;20;163840;1704937;371482
multiple;20;163840;775822;601706
multiple;20;163840;1936546;370158
multiple;20;163840;1125039;404603
multiple;20;163840;1548060;392132
multiple;20;163840;1746161;365284
multiple;20;163840;1154498;484054
multiple;20;163840;1078495;411067
multiple;20;163840;830411;507388
multiple;20;163840;1393598;377968
multiple;20;163840;1486757;418035
multiple;20;163840;1698372;391734
multiple;20;163840;1588419;365616
multiple;20;163840;1306586;406107
multiple;20;163840;1441541;454863
multiple;20;163840;1150376;349035
multiple;20;163840;1068222;425855
multiple;20;163840;1375846;458844
multiple;20;163840;840440;522655
multiple;20;163840;1993616;370112
multiple;20;163840;1581302;327729
multiple;20;163840;850700;438820
multiple;20;163840;1568022;356127
multiple;20;163840;1281024;414924
multiple;20;163840;1839818;383858
multiple;20;163840;1186741;402307
multiple;20;163840;1704047;363319
multiple;20;163840;1725498;383265
multiple;20;163840;1387929;398330
multiple;20;163840;2088297;274976
multiple;20;163840;810837;492481
multiple;20;163840;1517378;407872
multiple;20;163840;1142776;405278
multiple;20;163840;1648915;359030
multiple;20;163840;1590363;392680
multiple;20;163840;1362989;407581
multiple;20;163840;1654186;377282
multiple;20;163840;1783155;401752
multiple;20;163840;1362687;362249
multiple;20;163840;1171338;376449
multiple;20;163840;1578990;385174
multiple;20;163840;1721106;383172
multiple;20;163840;1696745;387789
multiple;21;172032;1093013;508487
multiple;21;172032;1721356;392238
multiple;21;172032;1125329;448694
multiple;21;172032;1707317;376580
multiple;21;172032;1344937;381480
multiple;21;172032;1833118;363656
multiple;21;172032;1536854;374626
multiple;21;172032;1631172;390553
multiple;21;172032;1431355;399571
multiple;21;172032;1767257;385801
multiple;21;172032;1765758;443311
multiple;21;172032;1622091;3204152
multiple;21;172032;1950914;374092
multiple;21;172032;889718;575973
multiple;21;172032;1375744;428514
multiple;21;172032;1430449;524976
multiple;21;172032;1853908;372782
multiple;21;172032;1124412;425792
multiple;21;172032;1090481;476401
multiple;21;172032;1789054;388965
multiple;21;172032;1653496;276839
multiple;21;172032;1908002;378052
multiple;21;172032;1156735;443499
multiple;21;172032;1212886;442612
multiple;21;172032;1974107;384208
multiple;21;172032;1208820;461025
multiple;21;172032;1072878;467538
multiple;21;172032;1525682;400524
multiple;21;172032;1582219;369182
multiple;21;172032;941874;535250
multiple;21;172032;1745847;407207
multiple;21;172032;1704274;400838
multiple;21;172032;1849292;379148
multiple;21;172032;1556847;406601
multiple;21;172032;2160754;383511
multiple;21;172032;2078161;375992
multiple;21;172032;1728115;342037
multiple;21;172032;1826951;371603
multiple;21;172032;1904419;372775
multiple;21;172032;1129662;460854
multiple;21;172032;1900662;348944
multiple;21;172032;976100;465364
multiple;21;172032;1441026;378583
multiple;21;172032;1880175;399609
multiple;21;172032;993771;494582
multiple;21;172032;1404023;432277
multiple;21;172032;1759831;390740
multiple;21;172032;1656922;384868
multiple;21;172032;1416923;382881
multiple;21;172032;2053872;363876
multiple;22;180224;2873716;361759
multiple;22;180224;2376097;365121
multiple;22;180224;2799511;4455902
multiple;22;180224;2503989;368368
multiple;22;180224;2135907;378731
multiple;22;180224;1424504;497497
multiple;22;180224;2009239;397280
multiple;22;180224;2373306;362017
multiple;22;180224;2412822;379313
multiple;22;180224;2090958;373338
multiple;22;180224;1882665;393760
multiple;22;180224;2389045;356941
multiple;22;180224;2131110;374204
multiple;22;180224;2684234;274915
multiple;22;180224;2157985;372652
multiple;22;180224;2259966;381803
multiple;22;180224;2675123;364866
multiple;22;180224;3033139;373824
multiple;22;180224;1845357;363678
multiple;22;180224;2482529;373506
multiple;22;180224;1922763;365029
multiple;22;180224;2145614;370840
multiple;22;180224;2741335;358834
multiple;22;180224;2489542;352986
multiple;22;180224;2215695;392690
multiple;22;180224;2018816;370486
multiple;22;180224;2011035;513364
multiple;22;180224;2810932;245632
multiple;22;180224;2476761;335333
multiple;22;180224;2414911;183851
multiple;22;180224;2733304;375856
multiple;22;180224;2872547;388881
multiple;22;180224;2056857;383624
multiple;22;180224;3485672;276953
multiple;22;180224;2245141;372604
multiple;22;180224;1945138;383571
multiple;22;180224;1881778;376615
multiple;22;180224;2755962;351284
multiple;22;180224;2102294;377163
multiple;22;180224;2213038;378059
multiple;22;180224;2292169;208966
multiple;22;180224;2102913;370805
multiple;22;180224;2308321;278011
multiple;22;180224;2011424;373540
multiple;22;180224;2551199;287080
multiple;22;180224;2334575;414942
multiple;22;180224;2926234;380572
multiple;22;180224;2440967;369338
multiple;22;180224;2196201;260892
multiple;22;180224;2613471;398082
multiple;23;188416;1766271;378460
multiple;23;188416;1738894;360971
multiple;23;188416;2036424;353432
multiple;23;188416;1283704;538140
multiple;23;188416;1293103;420067
multiple;23;188416;1291369;441974
multiple;23;188416;1602586;379512
multiple;23;188416;1696365;392495
multiple;23;188416;2227650;381646
multiple;23;188416;1540004;378565
multiple;23;188416;1276995;374968
multiple;23;188416;1670688;388175
multiple;23;188416;2230236;398430
multiple;23;188416;1595859;406798
multiple;23;188416;2352373;346923
multiple;23;188416;1410286;373508
multiple;23;188416;1858657;354941
multiple;23;188416;909187;599876
multiple;23;188416;1843857;372545
multiple;23;188416;1548569;404688
multiple;23;188416;1294704;397728
multiple;23;188416;2046623;382488
multiple;23;188416;2216837;225355
multiple;23;188416;1715371;352632
multiple;23;188416;697169;722944
multiple;23;188416;2202604;387090
multiple;23;188416;2257120;364623
multiple;23;188416;2441701;378486
multiple;23;188416;1017683;613892
multiple;23;188416;1182009;563858
multiple;23;188416;1448679;375058
multiple;23;188416;2197605;370638
multiple;23;188416;1932065;386600
multiple;23;188416;1423429;334456
multiple;23;188416;1526008;410950
multiple;23;188416;1837777;384734
multiple;23;188416;1237380;427578
multiple;23;188416;1599337;385299
multiple;23;188416;1668472;453566
multiple;23;188416;2166499;356540
multiple;23;188416;1695727;365019
multiple;23;188416;2045592;349649
multiple;23;188416;1834361;384185
multiple;23;188416;2101814;368422
multiple;23;188416;1874568;227965
multiple;23;188416;1704608;377052
multiple;23;188416;1648146;357192
multiple;23;188416;1664265;385601
multiple;23;188416;2047220;366197
multiple;23;188416;2058446;368179
multiple;24;196608;1830403;384208
